ASV,mean,region,LDA,pvalue,species
ASV17665_Rhodospirillales,3.277322416,Masai_Mara,3.025928601,0.035536889,Giraffe
ASV9142_Lachnospiraceae,3.463442322,Masai_Mara,3.025890138,0.006436242,Giraffe
ASV13490_Ruminococcaceae_UCG_010,3.489211009,Laikipia,3.025635223,6.21E-05,Giraffe
ASV13227_Ruminococcaceae_UCG_005,3.49685828,Laikipia,3.024088652,0.012216197,Giraffe
ASV9151_Lachnospiraceae,3.539791063,Laikipia,3.016527629,6.21E-05,Giraffe
ASV5729_Methanomethylophilaceae,3.287281732,Laikipia,3.014841695,0.000879082,Giraffe
ASV4560_Rikenellaceae_RC9,3.290478277,Masai_Mara,3.013438355,0.003033615,Giraffe
ASV13461_Ruminococcaceae_UCG_010,3.364856025,Laikipia,3.008863963,4.50E-05,Giraffe
ASV13508_Ruminococcaceae_UCG_010,3.317970677,Laikipia,2.997234128,0.000175783,Giraffe
ASV13446_Ruminococcaceae_UCG_010,3.358897438,Laikipia,2.976689042,1.89E-05,Giraffe
ASV11434_Ruminococcaceae,3.399492783,Masai_Mara,2.976315115,0.000506808,Giraffe
ASV13445_Ruminococcaceae_UCG_010,3.3990031,Laikipia,2.973585252,0.000745842,Giraffe
ASV11438_Ruminococcaceae,3.321217056,Masai_Mara,2.970287351,9.64E-06,Giraffe
ASV13457_Ruminococcaceae_UCG_010,3.381904912,Laikipia,2.969928755,4.47E-05,Giraffe
ASV13512_Ruminococcaceae_UCG_010,3.313087807,Laikipia,2.96726515,0.019057186,Giraffe
ASV8830_Dorea,3.455898328,Masai_Mara,2.961902503,2.18E-05,Giraffe
ASV5925_Christensenellaceae_R_7_,3.262271154,Masai_Mara,2.957889776,5.81E-09,Giraffe
ASV19336_Akkermansia,3.477506536,Laikipia,2.955264212,0.01365694,Giraffe
ASV11385_Flavonifractor,3.278820424,Laikipia,2.95268024,2.67E-07,Giraffe
ASV4454_Rikenellaceae_RC9,3.248516687,Laikipia,2.950546834,6.85E-07,Giraffe
ASV9148_Lachnospiraceae,3.631746079,Masai_Mara,2.945412407,0.031959262,Giraffe
ASV12963_Ruminiclostridium_9,3.552719943,Laikipia,2.939723998,0.014243881,Giraffe
ASV4422_Rikenellaceae_RC9,3.337844139,Laikipia,2.93962567,0.003163979,Giraffe
ASV12964_Ruminiclostridium_9,3.340204132,Masai_Mara,2.938030653,0.000307666,Giraffe
ASV13452_Ruminococcaceae_UCG_010,3.638089328,Laikipia,2.937359729,0.003358667,Giraffe
ASV11431_Ruminococcaceae,3.414639652,Masai_Mara,2.928746827,0.001111076,Giraffe
ASV15009_Ruminococcaceae_UCG_013,3.28957078,Masai_Mara,2.924933419,0.002436825,Giraffe
ASV5915_Christensenellaceae_R_7_,3.479315492,Laikipia,2.921744243,0.047023829,Giraffe
ASV15528_Ruminococcus_1,3.314317246,Masai_Mara,2.920247726,0.015205892,Giraffe
ASV4368_Rikenellaceae_RC9,3.219912833,Laikipia,2.919894632,0.041556986,Giraffe
ASV13219_Ruminococcaceae_UCG_005,3.885007968,Masai_Mara,2.918357058,0.005825678,Giraffe
ASV13466_Ruminococcaceae_UCG_010,3.254781558,Laikipia,2.917933822,1.70E-06,Giraffe
ASV4204_Rikenellaceae_dgA_11,3.279402251,Masai_Mara,2.915563436,0.006018071,Giraffe
ASV11254_Peptococcaceae,3.210451672,Laikipia,2.909798311,1.83E-08,Giraffe
ASV11476_Ruminococcaceae,3.350282115,Masai_Mara,2.90518887,0.000862776,Giraffe
ASV2864_Bacteroidia,3.22528287,Laikipia,2.903252625,5.06E-05,Giraffe
ASV19335_Akkermansia,3.441011708,Laikipia,2.902405492,0.048819335,Giraffe
ASV9230_Lachnospiraceae,3.260643265,Masai_Mara,2.901784814,3.84E-05,Giraffe
ASV4040_Prevotellaceae_UCG_004,3.564675648,Laikipia,2.90130201,0.039801373,Giraffe
ASV13470_Ruminococcaceae_UCG_010,3.240394326,Laikipia,2.89495805,4.44E-06,Giraffe
ASV5914_Christensenellaceae_R_7_,3.450166184,Laikipia,2.883713701,0.001681879,Giraffe
ASV5675_Methanocorpusculum,3.395668684,Laikipia,2.883457907,0.006583643,Giraffe
ASV12935_Ruminiclostridium_6,3.337033495,Masai_Mara,2.883031165,0.012296401,Giraffe
ASV5176_Gastranaerophilales,3.234671148,Laikipia,2.881022932,0.01389818,Giraffe
ASV8815_Coprococcus_3,3.198317598,Masai_Mara,2.880093028,9.94E-09,Giraffe
ASV16688_Victivallaceae,3.172895043,Laikipia,2.87895654,1.25E-07,Giraffe
ASV13492_Ruminococcaceae_UCG_010,3.245989121,Laikipia,2.878402985,6.67E-07,Giraffe
ASV1979_Bacteroidales,3.283416411,Laikipia,2.877360236,6.59E-05,Giraffe
ASV13462_Ruminococcaceae_UCG_010,3.212539711,Laikipia,2.869650511,3.67E-07,Giraffe
ASV13473_Ruminococcaceae_UCG_010,3.366492715,Laikipia,2.866157827,0.001623125,Giraffe
ASV6411_Clostridia,3.212250872,Laikipia,2.865014192,0.004638044,Giraffe
ASV9204_Lachnospiraceae,3.157541072,Laikipia,2.854226789,3.17E-07,Giraffe
ASV4116_Alistipes,3.614171058,Masai_Mara,2.850866907,0.031979102,Giraffe
ASV15170_Ruminococcaceae_UCG_014,3.215726873,Masai_Mara,2.84429398,0.000298283,Giraffe
ASV17400_Mailhella,3.493103335,Laikipia,2.842602876,0.021569612,Giraffe
ASV15169_Ruminococcaceae_UCG_014,3.26095551,Masai_Mara,2.840916327,0.000461936,Giraffe
ASV17038_Pirellulaceae_p_1088_a5,3.503578654,Laikipia,2.830199503,0.028637527,Giraffe
ASV9188_Lachnospiraceae,3.221534469,Masai_Mara,2.830084074,5.01E-06,Giraffe
ASV7155_Clostridiales_vadinBB60_,3.233418158,Laikipia,2.822071537,0.000278074,Giraffe
ASV13226_Ruminococcaceae_UCG_005,3.333137444,Laikipia,2.819114291,0.001430209,Giraffe
ASV5172_Gastranaerophilales,3.224743599,Laikipia,2.814211481,0.034481699,Giraffe
ASV5911_Christensenellaceae_R_7_,3.418493848,Laikipia,2.810349643,0.012591782,Giraffe
ASV17033_Pirellulaceae,3.08425056,Masai_Mara,2.807780443,8.03E-06,Giraffe
ASV4519_Rikenellaceae_RC9,3.072523539,Masai_Mara,2.798261658,2.37E-06,Giraffe
NA__2,3.128420783,Masai_Mara,2.795168781,2.16E-05,Giraffe
ASV4128_Alistipes,3.276775302,Laikipia,2.792947957,0.001180883,Giraffe
ASV15549_Ruminococcus_1,3.070152149,Masai_Mara,2.787443582,0.000923443,Giraffe
ASV9268_Lachnospiraceae,3.089555921,Masai_Mara,2.78204416,3.80E-06,Giraffe
ASV13471_Ruminococcaceae_UCG_010,3.325479843,Laikipia,2.781065254,0.000637926,Giraffe
ASV397_Bacteria,3.089278108,Masai_Mara,2.778231986,8.19E-06,Giraffe
ASV2076_Bacteroidales,3.090803242,Masai_Mara,2.772487328,6.72E-07,Giraffe
ASV9224_Lachnospiraceae,3.166452988,Masai_Mara,2.771194347,0.035351214,Giraffe
ASV5189_Gastranaerophilales,3.170448279,Laikipia,2.765541339,0.034894233,Giraffe
ASV16687_Victivallaceae,3.048539159,Laikipia,2.763654702,1.20E-05,Giraffe
ASV18572_Mollicutes_RF39,3.15239848,Masai_Mara,2.762078779,8.63E-06,Giraffe
ASV7762_Clostridiales_XII,3.128098942,Masai_Mara,2.759991587,3.04E-07,Giraffe
ASV13456_Ruminococcaceae_UCG_010,3.225635451,Laikipia,2.759373425,0.00365204,Giraffe
ASV13480_Ruminococcaceae_UCG_010,3.312734105,Laikipia,2.754810898,0.014009212,Giraffe
ASV18042_Treponema_2,3.095330794,Laikipia,2.747986351,0.000234895,Giraffe
ASV9213_Lachnospiraceae,3.171289249,Masai_Mara,2.739654655,0.01702858,Giraffe
ASV13515_Ruminococcaceae_UCG_010,3.030386391,Laikipia,2.73842322,2.52E-07,Giraffe
ASV13450_Ruminococcaceae_UCG_010,3.08151707,Laikipia,2.7316452,0.000103184,Giraffe
ASV11563_Ruminococcaceae,2.951370955,Masai_Mara,2.725205672,0.003033615,Giraffe
ASV1982_Bacteroidales,3.0698166,Masai_Mara,2.72346732,9.37E-06,Giraffe
ASV1952_Bacteroidales,3.061268443,Laikipia,2.721509702,0.002250473,Giraffe
ASV4473_Rikenellaceae_RC9,3.092906355,Laikipia,2.717307065,0.038167351,Giraffe
ASV11429_Ruminococcaceae,3.351745138,Laikipia,2.707361764,0.009187495,Giraffe
ASV15034_Ruminococcaceae_UCG_013,2.985289286,Masai_Mara,2.706604484,3.94E-08,Giraffe
ASV11384_Flavonifractor,3.353294265,Masai_Mara,2.705884529,0.030268715,Giraffe
ASV9191_Lachnospiraceae,3.002451053,Laikipia,2.703258036,0.000124021,Giraffe
ASV13563_Ruminococcaceae_UCG_010,2.977139926,Laikipia,2.702992675,3.59E-07,Giraffe
ASV13494_Ruminococcaceae_UCG_010,3.198222423,Laikipia,2.701761663,0.00042443,Giraffe
ASV7641_Clostridiales_XII_AD3011,3.31687513,Masai_Mara,2.700804858,0.000257487,Giraffe
ASV18022_Treponema_2,2.991188151,Masai_Mara,2.698689531,2.18E-06,Giraffe
ASV9194_Lachnospiraceae,2.999246245,Masai_Mara,2.697895797,4.77E-05,Giraffe
ASV13484_Ruminococcaceae_UCG_010,3.071284923,Laikipia,2.696671296,8.95E-05,Giraffe
ASV13518_Ruminococcaceae_UCG_010,2.987288559,Laikipia,2.694594516,3.63E-06,Giraffe
ASV13644_Ruminococcaceae_UCG_010,3.079766237,Laikipia,2.693631796,0.01747853,Giraffe
ASV4592_Rikenellaceae_RC9,2.974124239,Masai_Mara,2.693630231,0.000335681,Giraffe
ASV7173_Clostridiales_vadinBB60_,2.996384563,Laikipia,2.689666106,3.49E-07,Giraffe
ASV1876_Bacteroides,2.960119097,Laikipia,2.68107249,2.51E-05,Giraffe
ASV15833_Kiritimatiellae_WCHB1_41,2.928247201,Laikipia,2.668557027,0.012967828,Giraffe
ASV17530_Myxococcales,2.98705952,Laikipia,2.663965412,0.000477546,Giraffe
ASV13453_Ruminococcaceae_UCG_010,3.092153023,Laikipia,2.661546758,0.001212952,Giraffe
ASV5937_Christensenellaceae_R_7_,3.070799538,Laikipia,2.655725094,9.35E-06,Giraffe
ASV13695_Ruminococcaceae_UCG_010,2.967434527,Laikipia,2.65226356,2.19E-06,Giraffe
ASV13569_Ruminococcaceae_UCG_010,2.954264072,Laikipia,2.650426951,5.57E-07,Giraffe
ASV13647_Ruminococcaceae_UCG_010,2.945567646,Laikipia,2.648113152,1.77E-06,Giraffe
ASV7166_Clostridiales_vadinBB60_,2.966901716,Laikipia,2.638397186,2.28E-05,Giraffe
ASV16690_Victivallaceae,2.952485387,Laikipia,2.633722786,0.000286272,Giraffe
ASV7160_Clostridiales_vadinBB60_,2.982194781,Laikipia,2.621183027,8.84E-05,Giraffe
ASV11479_Ruminococcaceae,3.019132247,Masai_Mara,2.621079391,0.000279894,Giraffe
ASV7763_Clostridiales_XII,2.98361992,Masai_Mara,2.619215384,5.15E-05,Giraffe
ASV6457_Clostridium_sensu_stricto_1,2.928954833,Laikipia,2.616021004,0.00095737,Giraffe
ASV1974_Bacteroidales,3.103402798,Laikipia,2.613818864,0.04306922,Giraffe
ASV4471_Rikenellaceae_RC9,2.894956472,Laikipia,2.61187208,0.000190347,Giraffe
ASV13541_Ruminococcaceae_UCG_010,3.00326253,Laikipia,2.61094526,3.13E-06,Giraffe
ASV9164_Lachnospiraceae,3.237835488,Masai_Mara,2.606419223,0.002030728,Giraffe
ASV17668_Rhodospirillales,2.921025976,Laikipia,2.601901732,0.002039665,Giraffe
ASV18501_Mollicutes,2.896474614,Masai_Mara,2.601576101,3.94E-08,Giraffe
ASV13243_Ruminococcaceae_UCG_005,2.987698121,Masai_Mara,2.593206833,1.08E-05,Giraffe
ASV201_Eggerthellaceae,2.718372796,Masai_Mara,2.591765403,1.45E-09,Giraffe
ASV18064_Treponema_2,2.935018224,Laikipia,2.591267545,5.69E-06,Giraffe
ASV13459_Ruminococcaceae_UCG_010,2.948773761,Laikipia,2.588963852,2.53E-05,Giraffe
ASV13654_Ruminococcaceae_UCG_010,2.987407035,Laikipia,2.588382175,0.006517112,Giraffe
ASV11215_Lachnospiraceae_XBB1006,2.885176861,Masai_Mara,2.588262441,0.000352875,Giraffe
ASV1849_Bacteroides,2.965720008,Masai_Mara,2.587961441,0.001696689,Giraffe
ASV13704_Ruminococcaceae_UCG_010,2.896975505,Laikipia,2.587489309,1.14E-06,Giraffe
ASV13572_Ruminococcaceae_UCG_010,2.925887618,Laikipia,2.580161342,7.02E-06,Giraffe
ASV16695_Victivallaceae,2.896050544,Laikipia,2.579229164,8.28E-08,Giraffe
ASV13420_Ruminococcaceae_UCG_009,3.242080572,Laikipia,2.573878141,0.002917692,Giraffe
ASV18603_Mollicutes_RF39,2.838834916,Masai_Mara,2.571938333,0.004291214,Giraffe
ASV13550_Ruminococcaceae_UCG_010,2.904832748,Laikipia,2.571759404,1.17E-05,Giraffe
ASV13289_Ruminococcaceae_UCG_005,2.90581777,Masai_Mara,2.571353461,7.03E-06,Giraffe
ASV15051_Ruminococcaceae_UCG_013,2.846109453,Masai_Mara,2.567337324,0.000163786,Giraffe
ASV11705_Ruminococcaceae,2.825205657,Masai_Mara,2.566727287,0.00873099,Giraffe
ASV13770_Ruminococcaceae_UCG_010,2.866600833,Laikipia,2.564655965,2.59E-06,Giraffe
ASV13723_Ruminococcaceae_UCG_010,2.896769029,Laikipia,2.563985177,3.99E-06,Giraffe
ASV13542_Ruminococcaceae_UCG_010,3.069684154,Laikipia,2.559600536,0.006102587,Giraffe
ASV9146_Lachnospiraceae,3.273604231,Masai_Mara,2.548635185,0.020354569,Giraffe
ASV2059_Bacteroidales,2.801648877,Laikipia,2.547817004,5.69E-06,Giraffe
ASV16703_Victivallaceae,2.819832227,Laikipia,2.541539566,5.99E-05,Giraffe
ASV4125_Alistipes,2.794967679,Laikipia,2.541527432,0.009844782,Giraffe
ASV13223_Ruminococcaceae_UCG_005,3.207877627,Masai_Mara,2.539915372,0.030249595,Giraffe
ASV15646_Ruminococcus_2,2.7232018,Masai_Mara,2.538817688,0.040918743,Giraffe
ASV9600_Lachnospiraceae,2.791933931,Masai_Mara,2.538236711,0.012745488,Giraffe
ASV13455_Ruminococcaceae_UCG_010,2.885263268,Laikipia,2.537058658,3.36E-06,Giraffe
ASV7188_Clostridiales_vadinBB60_,2.868535188,Laikipia,2.534588413,4.03E-07,Giraffe
ASV11444_Ruminococcaceae,2.940396066,Masai_Mara,2.534309285,0.00175068,Giraffe
ASV9175_Lachnospiraceae,2.899297885,Masai_Mara,2.532752844,0.030313469,Giraffe
ASV13708_Ruminococcaceae_UCG_010,2.901077258,Laikipia,2.532018776,0.020161776,Giraffe
ASV18325_Anaeroplasma,2.85406185,Laikipia,2.528839936,0.005580774,Giraffe
ASV13568_Ruminococcaceae_UCG_010,2.851177613,Laikipia,2.526745213,8.03E-08,Giraffe
ASV1863_Bacteroides,2.897657519,Masai_Mara,2.525787128,8.11E-05,Giraffe
ASV11205_Tyzzerella_4,2.789080056,Masai_Mara,2.525289794,1.83E-09,Giraffe
ASV16686_Victivallaceae,2.953339793,Laikipia,2.524824068,0.008362306,Giraffe
ASV13507_Ruminococcaceae_UCG_010,2.8897286,Laikipia,2.52457311,6.42E-05,Giraffe
ASV18337_Anaeroplasma,2.797722327,Laikipia,2.523669688,4.89E-07,Giraffe
ASV11432_Ruminococcaceae,3.276515345,Masai_Mara,2.521382564,0.045233026,Giraffe
ASV18420_Izimaplasmatales,2.813769788,Laikipia,2.516610083,4.89E-07,Giraffe
ASV15171_Ruminococcaceae_UCG_014,2.949723561,Masai_Mara,2.516314711,0.000745842,Giraffe
ASV12988_Ruminococcaceae_NK4A214,2.89054235,Masai_Mara,2.51610716,4.69E-05,Giraffe
ASV13524_Ruminococcaceae_UCG_010,2.835158251,Laikipia,2.507395089,9.18E-06,Giraffe
ASV13564_Ruminococcaceae_UCG_010,2.87587014,Laikipia,2.50726623,4.49E-05,Giraffe
ASV4482_Rikenellaceae_RC9,2.771848521,Laikipia,2.503298787,0.001163629,Giraffe
ASV13751_Ruminococcaceae_UCG_010,2.841721768,Laikipia,2.501135458,0.001159406,Giraffe
ASV7169_Clostridiales_vadinBB60_,2.862262932,Laikipia,2.499777483,0.000151302,Giraffe
ASV11456_Ruminococcaceae,3.085636114,Masai_Mara,2.498801471,0.020950712,Giraffe
ASV9407_Lachnospiraceae,2.811894378,Masai_Mara,2.497967588,0.000364018,Giraffe
ASV13478_Ruminococcaceae_UCG_010,2.879203902,Laikipia,2.497167083,0.017555093,Giraffe
ASV17034_Pirellulaceae,2.755670352,Laikipia,2.496807414,6.05E-05,Giraffe
ASV9404_Lachnospiraceae,2.805001262,Masai_Mara,2.495043262,0.004380945,Giraffe
ASV13762_Ruminococcaceae_UCG_010,2.817594751,Laikipia,2.489067037,4.89E-07,Giraffe
ASV5944_Christensenellaceae_R_7_,2.960235813,Laikipia,2.483928737,0.005901825,Giraffe
ASV9298_Lachnospiraceae,2.939852448,Masai_Mara,2.483904057,0.000360306,Giraffe
ASV11509_Ruminococcaceae,2.764162285,Laikipia,2.481108169,7.56E-06,Giraffe
ASV11576_Ruminococcaceae,2.762311402,Laikipia,2.478330993,2.51E-05,Giraffe
ASV9653_Lachnospiraceae,2.746929292,Masai_Mara,2.474397661,0.032753267,Giraffe
ASV13669_Ruminococcaceae_UCG_010,2.81809999,Laikipia,2.46838463,0.000106626,Giraffe
ASV13838_Ruminococcaceae_UCG_010,2.780184095,Laikipia,2.467390568,0.002948026,Giraffe
ASV4485_Rikenellaceae_RC9,2.846845169,Laikipia,2.465234107,0.026024554,Giraffe
ASV13768_Ruminococcaceae_UCG_010,2.779942723,Laikipia,2.462281161,8.08E-08,Giraffe
ASV13653_Ruminococcaceae_UCG_010,2.791570981,Laikipia,2.46163345,8.25E-05,Giraffe
ASV4149_Alistipes,2.7227182,Masai_Mara,2.460693018,0.001025882,Giraffe
ASV11616_Ruminococcaceae,2.749882476,Masai_Mara,2.460494118,0.000451891,Giraffe
ASV11449_Ruminococcaceae,2.956734785,Masai_Mara,2.460286296,0.013390025,Giraffe
ASV13703_Ruminococcaceae_UCG_010,2.789370615,Laikipia,2.454780257,1.93E-06,Giraffe
ASV15557_Ruminococcus_1,2.723619299,Masai_Mara,2.453063945,0.006471268,Giraffe
ASV18332_Anaeroplasma,2.790134943,Laikipia,2.452144985,0.00306289,Giraffe
ASV6537_Clostridiales,2.712172812,Laikipia,2.450001467,0.032324911,Giraffe
ASV4215_Rikenellaceae_dgA_11,2.696994954,Laikipia,2.446402656,0.041556986,Giraffe
ASV13234_Ruminococcaceae_UCG_005,2.936085583,Laikipia,2.445760722,0.000215996,Giraffe
ASV17660_Rhodospirillales,2.853114491,Laikipia,2.443182808,0.005924993,Giraffe
ASV2006_Bacteroidales,2.833427896,Laikipia,2.442743846,0.005924993,Giraffe
ASV11550_Ruminococcaceae,2.831604132,Masai_Mara,2.439601619,0.001161625,Giraffe
ASV9335_Lachnospiraceae,2.773468007,Laikipia,2.43857167,0.000750167,Giraffe
ASV13844_Ruminococcaceae_UCG_010,2.723544045,Laikipia,2.438154983,2.93E-05,Giraffe
ASV3487_Prevotellaceae,2.787154618,Laikipia,2.432478566,0.041556986,Giraffe
ASV13681_Ruminococcaceae_UCG_010,2.779997359,Laikipia,2.431521299,8.51E-05,Giraffe
ASV1989_Bacteroidales,2.803328721,Laikipia,2.430631842,0.046868561,Giraffe
ASV7180_Clostridiales_vadinBB60_,2.840927966,Laikipia,2.430312774,2.62E-05,Giraffe
ASV8529_Firmicutes,2.775171588,Laikipia,2.429806787,5.91E-05,Giraffe
ASV12869_Oscillibacter,2.867571539,Laikipia,2.429683576,9.78E-05,Giraffe
ASV11535_Ruminococcaceae,2.787757882,Laikipia,2.429395206,6.90E-06,Giraffe
ASV11450_Ruminococcaceae,3.159498236,Masai_Mara,2.428743923,0.047578772,Giraffe
ASV13489_Ruminococcaceae_UCG_010,2.706661511,Laikipia,2.428489696,0.036577144,Giraffe
ASV18419_Izimaplasmatales,2.71850629,Masai_Mara,2.425731277,3.20E-05,Giraffe
ASV11472_Ruminococcaceae,2.732781337,Laikipia,2.425716299,4.05E-06,Giraffe
ASV4432_Rikenellaceae_RC9,2.847225965,Masai_Mara,2.425699201,0.045356594,Giraffe
ASV8937_Lachnospiraceae_NK3A20_,2.766487086,Masai_Mara,2.425665269,0.000590613,Giraffe
ASV8883_Lachnospiraceae_AC2044_,2.706526925,Masai_Mara,2.423843752,2.89E-07,Giraffe
ASV12996_Ruminococcaceae_NK4A214,2.879562259,Masai_Mara,2.421885386,0.048503547,Giraffe
ASV17428_Desulfovibrionaceae,2.770397632,Laikipia,2.421058335,5.07E-05,Giraffe
ASV13506_Ruminococcaceae_UCG_010,2.748674964,Laikipia,2.420850179,0.000108803,Giraffe
ASV4150_Alistipes,2.736348886,Masai_Mara,2.420176516,0.000105811,Giraffe
ASV11252_Peptococcaceae,2.919092807,Laikipia,2.418697681,0.004919971,Giraffe
ASV9514_Lachnospiraceae,2.700291606,Masai_Mara,2.41582964,7.10E-07,Giraffe
ASV17409_Mailhella,2.437285453,Masai_Mara,2.414196466,2.09E-05,Giraffe
ASV9227_Lachnospiraceae,2.900822609,Masai_Mara,2.409518581,0.02156583,Giraffe
ASV9197_Lachnospiraceae,2.706592337,Masai_Mara,2.40605904,2.09E-05,Giraffe
ASV7186_Clostridiales_vadinBB60_,2.657053344,Laikipia,2.401852631,5.69E-06,Giraffe
ASV13468_Ruminococcaceae_UCG_010,2.709053992,Laikipia,2.40104101,0.010305602,Giraffe
ASV9314_Lachnospiraceae,2.709849809,Laikipia,2.398423226,2.16E-06,Giraffe
ASV16840_Victivallales,2.680342736,Laikipia,2.397558567,0.000567121,Giraffe
ASV5926_Christensenellaceae_R_7_,2.614079137,Masai_Mara,2.396624683,5.68E-08,Giraffe
ASV9286_Lachnospiraceae,2.749021966,Masai_Mara,2.394176311,0.000323234,Giraffe
ASV13585_Ruminococcaceae_UCG_010,2.690629729,Laikipia,2.39269344,1.94E-07,Giraffe
ASV7553_Anaerovorax,2.969423667,Laikipia,2.392386669,0.002030728,Giraffe
ASV12916_Ruminiclostridium_5,2.439749136,Masai_Mara,2.391175769,5.83E-06,Giraffe
ASV9449_Lachnospiraceae,2.707257519,Masai_Mara,2.386866877,0.001225379,Giraffe
ASV18495_Mollicutes,3.150165114,Laikipia,2.386498493,0.030173156,Giraffe
ASV18605_Mollicutes_RF39,2.69701646,Masai_Mara,2.385779159,0.001957708,Giraffe
ASV11504_Ruminococcaceae,2.765094295,Masai_Mara,2.385153616,0.000578654,Giraffe
ASV18581_Mollicutes_RF39,2.683747347,Masai_Mara,2.384692726,0.015721226,Giraffe
ASV16693_Victivallaceae,2.632102122,Laikipia,2.383301883,0.016113692,Giraffe
ASV9497_Lachnospiraceae,2.726991592,Masai_Mara,2.379454178,0.022371628,Giraffe
ASV5951_Christensenellaceae_R_7_,2.910515339,Masai_Mara,2.37822785,0.000425901,Giraffe
ASV13590_Ruminococcaceae_UCG_010,2.637906317,Laikipia,2.377753205,2.56E-06,Giraffe
ASV15575_Ruminococcus_1,2.653524208,Masai_Mara,2.376506498,0.017768142,Giraffe
ASV17125_Alphaproteobacteria,2.794695223,Laikipia,2.374046366,0.003507521,Giraffe
ASV15641_Ruminococcus_2,2.868892438,Masai_Mara,2.372287422,0.045680807,Giraffe
ASV1883_Bacteroides,2.668079446,Laikipia,2.371236365,5.69E-06,Giraffe
ASV2037_Bacteroidales,2.796161686,Laikipia,2.370572149,0.014187851,Giraffe
ASV7161_Clostridiales_vadinBB60_,2.681767853,Laikipia,2.366922113,0.000263679,Giraffe
ASV13859_Ruminococcaceae_UCG_010,2.634591378,Laikipia,2.365948725,1.14E-06,Giraffe
ASV13785_Ruminococcaceae_UCG_010,2.670311288,Laikipia,2.362235293,0.000797434,Giraffe
ASV14136_Ruminococcaceae_UCG_010,2.645733232,Masai_Mara,2.361839466,0.000116839,Giraffe
ASV18602_Mollicutes_RF39,2.631858585,Masai_Mara,2.361701916,2.53E-08,Giraffe
ASV18588_Mollicutes_RF39,2.736555467,Masai_Mara,2.358059752,0.001225379,Giraffe
ASV13584_Ruminococcaceae_UCG_010,2.900805361,Laikipia,2.357197914,0.003481797,Giraffe
ASV9231_Lachnospiraceae,2.734887098,Masai_Mara,2.356476533,0.031358706,Giraffe
ASV9537_Lachnospiraceae,2.648178069,Masai_Mara,2.354405113,0.00821771,Giraffe
ASV9293_Lachnospiraceae,2.703375109,Masai_Mara,2.35238774,2.28E-06,Giraffe
ASV13645_Ruminococcaceae_UCG_010,2.838895138,Laikipia,2.35164254,0.002149285,Giraffe
ASV13702_Ruminococcaceae_UCG_010,2.644606463,Laikipia,2.349543435,2.51E-05,Giraffe
ASV13674_Ruminococcaceae_UCG_010,2.649686016,Laikipia,2.348647265,4.78E-05,Giraffe
ASV9198_Lachnospiraceae,2.92215274,Masai_Mara,2.346773553,0.00271303,Giraffe
ASV4065_Prevotellaceae_UCG_004,2.636151154,Laikipia,2.344584041,0.030399148,Giraffe
ASV8824_Coprococcus_3,2.507394274,Masai_Mara,2.344429539,3.94E-08,Giraffe
ASV9414_Lachnospiraceae,2.622570184,Laikipia,2.343807291,8.08E-08,Giraffe
ASV18585_Mollicutes_RF39,2.715279547,Masai_Mara,2.340821992,0.04624128,Giraffe
ASV17675_Rhodospirillales,2.619301749,Masai_Mara,2.339169509,0.002106753,Giraffe
ASV13631_Ruminococcaceae_UCG_010,2.699127193,Laikipia,2.33878914,0.003937438,Giraffe
ASV13833_Ruminococcaceae_UCG_010,2.712625185,Laikipia,2.335711118,0.017768142,Giraffe
ASV15059_Ruminococcaceae_UCG_013,2.571397359,Masai_Mara,2.334551962,1.18E-06,Giraffe
ASV13520_Ruminococcaceae_UCG_010,2.631602297,Laikipia,2.334440635,0.011029272,Giraffe
ASV13488_Ruminococcaceae_UCG_010,2.635609457,Laikipia,2.331591781,0.019953872,Giraffe
ASV13592_Ruminococcaceae_UCG_010,2.746076709,Laikipia,2.328533294,0.0013447,Giraffe
ASV17838_Rickettsiales,2.693507121,Laikipia,2.328496898,0.026488656,Giraffe
ASV11440_Ruminococcaceae,2.78775735,Laikipia,2.328234127,0.000119003,Giraffe
ASV15021_Ruminococcaceae_UCG_013,2.622140673,Masai_Mara,2.32664438,1.51E-05,Giraffe
ASV9187_Lachnospiraceae,2.637269921,Masai_Mara,2.324487299,0.04291616,Giraffe
ASV9737_Lachnospiraceae,2.435332397,Masai_Mara,2.323729851,2.93E-05,Giraffe
ASV13477_Ruminococcaceae_UCG_010,2.605158399,Laikipia,2.323261106,0.000161365,Giraffe
ASV14000_Ruminococcaceae_UCG_010,2.554962574,Laikipia,2.322107792,2.02E-06,Giraffe
ASV9334_Lachnospiraceae,2.69770539,Masai_Mara,2.321062649,0.000235988,Giraffe
ASV11828_Ruminococcaceae,2.57144935,Masai_Mara,2.319346871,9.27E-06,Giraffe
ASV17662_Rhodospirillales,2.817034768,Laikipia,2.317580112,0.031458825,Giraffe
ASV15069_Ruminococcaceae_UCG_013,2.543425519,Masai_Mara,2.317193765,0.001554161,Giraffe
ASV13539_Ruminococcaceae_UCG_010,2.700696746,Laikipia,2.315143425,0.039969082,Giraffe
ASV11856_Ruminococcaceae,2.358880774,Masai_Mara,2.31488551,0.036685103,Giraffe
ASV7197_Clostridiales_vadinBB60_,2.619396855,Laikipia,2.308909483,0.00010794,Giraffe
ASV13721_Ruminococcaceae_UCG_010,2.548226192,Laikipia,2.306834573,8.82E-05,Giraffe
